搜索关键词,店名,地址,X4,地址配经纬度再查地址,名称配经纬度查地址2,地址连接,区县镇
河源市 农贸市场,越王市场,广东省河源市龙川县佗城镇新渡佗城中心街越王市场,0,广东省河源市龙川县新街40号,,广东省河源市龙川县佗城镇新渡佗城中心街越王市场广东省河源市龙川县新街40号,河源龙川县
河源市 农贸市场,城中市场,广东省河源市紫金县紫城镇永安大道北48号城中市场,0,广东省河源市紫金县永安大道北48号,,广东省河源市紫金县紫城镇永安大道北48号城中市场广东省河源市紫金县永安大道北48号,河源紫金县
河源市 农贸市场,黄塘市场,广东省河源市紫金县黄塘市场(紫金县黄塘镇政府),0,,,广东省河源市紫金县黄塘市场(紫金县黄塘镇政府),河源紫金县
河源市 农贸市场,紫金县农贸批发市场,紫金花园(永安大道南西),0,广东省河源市紫金县S120,,紫金花园(永安大道南西)广东省河源市紫金县S120,河源紫金县
河源市 农贸市场,原生态龙川上坪放养香猪,河源市源城区红星东路与永和东路交叉路口往西南约100米,0,广东省河源市源城区莲塘岭二街,,河源市源城区红星东路与永和东路交叉路口往西南约100米广东省河源市源城区莲塘岭二街,河源源城区
河源市 农贸市场,建丽菜业,河源市龙川县解放路与前进路交叉路口往西南约50米,0,广东省河源市龙川县人民路,,河源市龙川县解放路与前进路交叉路口往西南约50米广东省河源市龙川县人民路,河源龙川县
河源市 农贸市场,义容镇新市场,广东省河源市紫金县340省道,0,广东省河源市紫金县,,广东省河源市紫金县340省道广东省河源市紫金县,河源紫金县
河源市 农贸市场,河源市源城区玖哥农贸店,广东省河源市源城区Y152,0,,,广东省河源市源城区Y152,河源源城区
河源市 农贸市场,龙头企业名优产品直供中心,河源市源城区长安西路与大同南路交叉路口西北侧(万隆苑),0,广东省珠海市香洲区昌平路276号,,河源市源城区长安西路与大同南路交叉路口西北侧(万隆苑)广东省珠海市香洲区昌平路276号,珠海香洲区
河源市 农贸市场,伊丽(龙川)农村大米,广东省河源市源城区东北直街58附近,0,广东省河源市源城区青云路39号,,广东省河源市源城区东北直街58附近广东省河源市源城区青云路39号,河源源城区
河源市 农贸市场,生鲜家禽产品,广东省河源市源城区东埔街道中山大道国豪大酒店西北,0,广东省河源市源城区文昌南路,,广东省河源市源城区东埔街道中山大道国豪大酒店西北广东省河源市源城区文昌南路,河源源城区
河源市 农贸市场,和平商业广场,广东省河源市和平县阳明镇福丰福和大道和平商业广场,0,广东省河源市和平县福和大道辅路,,广东省河源市和平县阳明镇福丰福和大道和平商业广场广东省河源市和平县福和大道辅路,河源和平县
河源市 农贸市场,懿盛农家米,河源市东源县怡富路与宝晟路交叉路口往西约200米(东源中心市场东南侧),0,广东省河源市东源县怡富路,,河源市东源县怡富路与宝晟路交叉路口往西约200米(东源中心市场东南侧)广东省河源市东源县怡富路,河源东源县
河源市 农贸市场,绿色粮油,河源市源城区永福路与文昌路交叉路口往东约100米(天骏豪庭北侧),0,广东省河源市源城区永福路,,河源市源城区永福路与文昌路交叉路口往东约100米(天骏豪庭北侧)广东省河源市源城区永福路,河源源城区
河源市 农贸市场,宇通鲜肉,广东省河源市源城区上角中心街19-1号附近,0,广东省河源市源城区中心街11号,,广东省河源市源城区上角中心街19-1号附近广东省河源市源城区中心街11号,河源源城区
河源市 农贸市场,广源黄豆花生米食用调和油购销部,广东省河源市源城区中心街86号附近,0,广东省河源市源城区中心街86号,,广东省河源市源城区中心街86号附近广东省河源市源城区中心街86号,河源源城区
河源市 农贸市场,广泰鱼档,广东省河源市和平县阳明镇福和大道儿童活动中心幼儿园,0,广东省河源市和平县,,广东省河源市和平县阳明镇福和大道儿童活动中心幼儿园广东省河源市和平县,河源和平县
河源市 农贸市场,振兴熟榨花生油坊,广东省河源市龙川县众合购物中心(田心店),0,广东省河源市龙川县X176,,广东省河源市龙川县众合购物中心(田心店)广东省河源市龙川县X176,河源龙川县
河源市 农贸市场,大岍农(永和西路店),广东省河源市源城区永和西路268-1号北100米,0,广东省河源市源城区永和西路267,,广东省河源市源城区永和西路268-1号北100米广东省河源市源城区永和西路267,河源源城区
河源市 农贸市场,珍珠米店,河源市紫金县安良大道与平安街交叉路口北侧(安良中心幼儿园南侧约50米),0,广东省河源市紫金县安良大道,,河源市紫金县安良大道与平安街交叉路口北侧(安良中心幼儿园南侧约50米)广东省河源市紫金县安良大道,河源紫金县
河源市 农贸市场,家圆陂头米店,广东省河源市连平县东园大道28号,0,广东省河源市连平县东园大道30号,,广东省河源市连平县东园大道28号广东省河源市连平县东园大道30号,河源连平县
河源市 农贸市场,青青榨油坊,河源市龙川县川中大道与一环路交叉路口西北侧(怡和苑西北侧约200米),0,,,河源市龙川县川中大道与一环路交叉路口西北侧(怡和苑西北侧约200米),河源龙川县
河源市 农贸市场,龙惠米业,河源市龙川县吉祥一路与前进路交叉路口往西北约50米(龙川县田家炳中学西侧),0,广东省河源市龙川县,,河源市龙川县吉祥一路与前进路交叉路口往西北约50米(龙川县田家炳中学西侧)广东省河源市龙川县,河源龙川县
河源市 农贸市场,燕塘牛奶(龙江路店),河源市龙川县东风路76-2,0,广东省河源市龙川县东风路80号,,河源市龙川县东风路76-2广东省河源市龙川县东风路80号,河源龙川县
河源市 农贸市场,源利农产品,广东省河源市和平县东山路117号北70米,0,广东省河源市和平县东山路117号,,广东省河源市和平县东山路117号北70米广东省河源市和平县东山路117号,河源和平县
河源市 农贸市场,百乐大米批发部,河源市连平县忠河路与栗园路交叉路口往东约50米(官陂幼儿园西北侧约50米),0,广东省河源市连平县忠河路,,河源市连平县忠河路与栗园路交叉路口往东约50米(官陂幼儿园西北侧约50米)广东省河源市连平县忠河路,河源连平县
河源市 农贸市场,旺记肉丸店,河源市龙川县华新路与隆兴路交叉路口往南约50米(金华大厦B栋南侧),0,广东省河源市龙川县华新路,,河源市龙川县华新路与隆兴路交叉路口往南约50米(金华大厦B栋南侧)广东省河源市龙川县华新路,河源龙川县
河源市 农贸市场,惠群农场直销,河源市龙川县建设大道与站前西路交叉路口往东约100米(龙川站东侧约100米),0,广东省河源市龙川县,,河源市龙川县建设大道与站前西路交叉路口往东约100米(龙川站东侧约100米)广东省河源市龙川县,河源龙川县
河源市 农贸市场,燕塘牛奶(水岸沁园店),广东省河源市龙川县家和水岸心园8栋1至2卡,0,广东省河源市龙川县,,广东省河源市龙川县家和水岸心园8栋1至2卡广东省河源市龙川县,河源龙川县
河源市 农贸市场,灵江榨油厂,佗城中心街南100米,0,广东省河源市龙川县新街,,佗城中心街南100米广东省河源市龙川县新街,河源龙川县
河源市 农贸市场,佗城新街口榨油厂,佗城中心街与205国道交叉口东南50米,0,广东省河源市龙川县新街18号,,佗城中心街与205国道交叉口东南50米广东省河源市龙川县新街18号,河源龙川县
河源市 农贸市场,华兴粮食加工厂,广东省河源市龙川县赤光镇腾天百货,0,广东省河源市龙川县G236,,广东省河源市龙川县赤光镇腾天百货广东省河源市龙川县G236,河源龙川县
河源市 农贸市场,综晟陂角放养鸡场直销店,广东省河源市龙川县大家乐酒楼(龙川县田心镇政府西北),0,广东省河源市龙川县,,广东省河源市龙川县大家乐酒楼(龙川县田心镇政府西北)广东省河源市龙川县,河源龙川县
河源市 农贸市场,英英水果商行,177县道与303乡道交叉口西北50米,0,广东省河源市龙川县南兴街,,177县道与303乡道交叉口西北50米广东省河源市龙川县南兴街,河源龙川县
河源市 农贸市场,一品粮油加工厂,河源市龙川县元宝路,0,广东省河源市龙川县G236,,河源市龙川县元宝路广东省河源市龙川县G236,河源龙川县
河源市 农贸市场,星利冻鲜店,广东省河源市龙川县旺兴成农产品批发市场9栋905号,0,广东省河源市龙川县隆贝路,,广东省河源市龙川县旺兴成农产品批发市场9栋905号广东省河源市龙川县隆贝路,河源龙川县
河源市 菜市场,源城中心市场,河源市源城区人民路与长塘路交叉路口往北约50米(地王大厦北侧约50米),0,广东省河源市源城区塘唇路10-8号,,河源市源城区人民路与长塘路交叉路口往北约50米(地王大厦北侧约50米)广东省河源市源城区塘唇路10-8号,河源源城区
河源市 菜市场,永福市场,河源市源城区永福西路8号,0,,,河源市源城区永福西路8号,河源源城区
河源市 菜市场,埔前中心市场,河源市源城区Ｙ１５２与埔前大道交叉路口往东约50米(埔前中心小学东南侧约150米),0,广东省河源市源城区Y152,,河源市源城区Ｙ１５２与埔前大道交叉路口往东约50米(埔前中心小学东南侧约150米)广东省河源市源城区Y152,河源源城区
河源市 菜市场,永和农贸综合市场,河源市源城区华达北街100号,0,广东省河源市源城区水果街,,河源市源城区华达北街100号广东省河源市源城区水果街,河源源城区
河源市 菜市场,东源中心市场,河源市东源县农林街d2,0,广东省河源市东源县农林街,,河源市东源县农林街d2广东省河源市东源县农林街,河源东源县
河源市 菜市场,东城一农贸市场,广东省河源市源城区永祥路164号,0,广东省河源市源城区永祥路,,广东省河源市源城区永祥路164号广东省河源市源城区永祥路,河源源城区
河源市 菜市场,群丰农贸市场,河源市源城区群丰163号,0,广东省河源市源城区红星东路,,河源市源城区群丰163号广东省河源市源城区红星东路,河源源城区
河源市 菜市场,新江农贸市场,广东省河源市源城区新江二路78号,0,广东省河源市源城区新江二路南80号,,广东省河源市源城区新江二路78号广东省河源市源城区新江二路南80号,河源源城区
河源市 菜市场,东埔市场,广东省河源市源城区河源大道北10号,0,广东省河源市源城区东埔市场东,,广东省河源市源城区河源大道北10号广东省河源市源城区东埔市场东,河源源城区
河源市 菜市场,金沟湾农贸市场,河源大道北133号,0,,,河源大道北133号,
河源市 菜市场,龙乡市场,广东省河源市源城区临江镇205国道东(近永生百货),0,广东省河源市源城区,,广东省河源市源城区临江镇205国道东(近永生百货)广东省河源市源城区,河源源城区
河源市 菜市场,仙塘中心农贸市场,广东省河源市东源县仙塘镇红光镇南路大众购物广场,0,广东省河源市东源县,,广东省河源市东源县仙塘镇红光镇南路大众购物广场广东省河源市东源县,河源东源县
河源市 菜市场,河源市桥东农贸市场,河源市源城区河义路与河紫路交叉路口南侧(源南学校西南侧约50米),0,广东省河源市源城区河义路,,河源市源城区河义路与河紫路交叉路口南侧(源南学校西南侧约50米)广东省河源市源城区河义路,河源源城区
河源市 菜市场,蔬菜批发市场,河源市新风路173号附近,0,广东省河源市源城区新风路160号,,河源市新风路173号附近广东省河源市源城区新风路160号,河源源城区
河源市 菜市场,双下市场,双下路路南25号,0,广东省河源市源城区双下路路南25号,,双下路路南25号广东省河源市源城区双下路路南25号,河源源城区
河源市 菜市场,永安农贸市场(长安西路),河源市源城区长安西路与穗安巷交叉路口东侧(喜又多购物广场东北侧约50米),0,广东省河源市源城区长安街21,,河源市源城区长安西路与穗安巷交叉路口东侧(喜又多购物广场东北侧约50米)广东省河源市源城区长安街21,河源源城区
河源市 菜市场,文昌市场(文昌南路),河源市源城区黄果塘小区137号,0,,,河源市源城区黄果塘小区137号,河源源城区
河源市 菜市场,肉菜市场,广东省河源市源城区205国道东50米,0,广东省河源市源城区G205(河源大道北),,广东省河源市源城区205国道东50米广东省河源市源城区G205(河源大道北),河源源城区
河源市 菜市场,广东省河源市大同综合市场,河源市源城区大同北路与华达北街交叉路口往东南约50米(康德雅苑北侧约50米),0,广东省河源市源城区大同北路,,河源市源城区大同北路与华达北街交叉路口往东南约50米(康德雅苑北侧约50米)广东省河源市源城区大同北路,河源源城区
河源市 菜市场,瑞丰农贸市场,广东省河源市源城区东埔村旺源路学前坝小组38号,0,广东省河源市源城区旺源路117号,,广东省河源市源城区东埔村旺源路学前坝小组38号广东省河源市源城区旺源路117号,河源源城区
河源市 菜市场,徐洞市场,广东省河源市东源县G205,0,广东省河源市东源县富民路,,广东省河源市东源县G205广东省河源市东源县富民路,河源东源县
河源市 菜市场,二九二大队菜市场,河源市源城区河源大道北(明源华庭西侧约350米),0,广东省河源市源城区,,河源市源城区河源大道北(明源华庭西侧约350米)广东省河源市源城区,河源源城区
河源市 菜市场,新风农贸市场,河源市源城区新风路与长安西路交叉口东北50米(市妇幼保健院旁),0,广东省河源市源城区新风路160号,,河源市源城区新风路与长安西路交叉口东北50米(市妇幼保健院旁)广东省河源市源城区新风路160号,河源源城区
河源市 菜市场,白田市场,源南综合市场白田市场,0,广东省河源市源城区,,源南综合市场白田市场广东省河源市源城区,河源源城区
河源市 菜市场,中心市场,广东省河源市源城区河源大道北北,0,广东省河源市源城区G205(河源大道北),,广东省河源市源城区河源大道北北广东省河源市源城区G205(河源大道北),河源源城区
河源市 菜市场,老公园尾市场,公园路63号附近,0,广东省河源市源城区公园路57号,,公园路63号附近广东省河源市源城区公园路57号,河源源城区
河源市 菜市场,临江东江市场,广东省河源市紫金县临江镇老百姓购物中心,0,广东省河源市紫金县G355,,广东省河源市紫金县临江镇老百姓购物中心广东省河源市紫金县G355,河源紫金县
河源市 菜市场,新丰江市场,河源市源城区新宝路西三巷与新宝路交叉路口往西约100米(金雅苑),0,广东省河源市源城区新江二路南4巷-西213号,,河源市源城区新宝路西三巷与新宝路交叉路口往西约100米(金雅苑)广东省河源市源城区新江二路南4巷-西213号,河源源城区
河源市 菜市场,源西农贸综合市场,河源市源城区上下山361号,0,广东省河源市源城区Y002(广梅路),,河源市源城区上下山361号广东省河源市源城区Y002(广梅路),河源源城区
河源市 菜市场,仙塘市场(北),广东省河源市东源县G205(山深线),0,广东省河源市东源县G205(山深线),,广东省河源市东源县G205(山深线)广东省河源市东源县G205(山深线),河源东源县
河源市 菜市场,朱门亭市场,河源市源城区河源大道南246号,0,广东省河源市源城区学生路96号,,河源市源城区河源大道南246号广东省河源市源城区学生路96号,河源源城区
河源市 菜市场,东方红综合市场,广东省河源市东源县X154,0,广东省河源市东源县,,广东省河源市东源县X154广东省河源市东源县,河源东源县
河源市 菜市场,新兴农贸市场(新兴路店),河源市源城区新兴花苑c栋,0,广东省河源市源城区新兴路3号,,河源市源城区新兴花苑c栋广东省河源市源城区新兴路3号,河源源城区
河源市 菜市场,大型农贸市场,河源市源城区兴源东路(群丰综合市场),0,,,河源市源城区兴源东路(群丰综合市场),河源源城区
河源市 菜市场,朱门亭,河源大道南226号,0,广东省河源市源城区学生路96号,,河源大道南226号广东省河源市源城区学生路96号,河源源城区
河源市 菜市场,老村菜市场,广东省河源市源城区G205(河源大道北),0,广东省河源市源城区,,广东省河源市源城区G205(河源大道北)广东省河源市源城区,河源源城区
河源市 菜市场,龙苑市场,河源市源城区河源大道南152号,0,广东省河源市源城区龙苑路9号,,河源市源城区河源大道南152号广东省河源市源城区龙苑路9号,河源源城区
河源市 菜市场,黄子洞市场,广东省河源市源城区新港二路开发区黄子洞市场,0,广东省河源市源城区新港二路,,广东省河源市源城区新港二路开发区黄子洞市场广东省河源市源城区新港二路,河源源城区
河源市 菜市场,龙尾村农贸综合市场,广东省河源市东源县X154,0,广东省河源市东源县,,广东省河源市东源县X154广东省河源市东源县,河源东源县
河源市 菜市场,华惠净菜市场,河源市源城区永福路与文昌路交叉路口东北侧(铭成花园),0,广东省河源市源城区永福路,,河源市源城区永福路与文昌路交叉路口东北侧(铭成花园)广东省河源市源城区永福路,河源源城区
河源市 菜市场,河源市客家传奇酒楼,,0,,,,
河源市 菜市场,永和农贸综合市场办公室,河源市源城区永和西路与水果街交叉路口东北侧(永和农贸综合市场),0,,,河源市源城区永和西路与水果街交叉路口东北侧(永和农贸综合市场),河源源城区
河源市 菜市场,格岭市场,白岭头格岭村,0,广东省河源市源城区,,白岭头格岭村广东省河源市源城区,河源源城区
河源市 菜市场,县城中心市场,广东省河源市东源县G205(山深线),0,广东省河源市东源县G205(山深线),,广东省河源市东源县G205(山深线)广东省河源市东源县G205(山深线),河源东源县
河源市 菜市场,汕头建安三鸟市场,205国道东150米众智检验检测有限公司河源分公司附近,0,广东省河源市源城区福星路,,205国道东150米众智检验检测有限公司河源分公司附近广东省河源市源城区福星路,河源源城区
河源市 菜市场,谷村农产品交易市场,广东省河源市源城区太平街99号西南90米,0,广东省河源市源城区化龙路63号,,广东省河源市源城区太平街99号西南90米广东省河源市源城区化龙路63号,河源源城区
河源市 菜市场,兄弟鸡场,河源市源城区新一路与永源路交叉路口向西北约200米(河源市农副产品批发中心三鸟交易区),0,广东省河源市源城区福星路,,河源市源城区新一路与永源路交叉路口向西北约200米(河源市农副产品批发中心三鸟交易区)广东省河源市源城区福星路,河源源城区
河源市 菜市场,河源本地鸭档,河源市源城区新一路与永源路交叉路口向西北约200米(河源市农副产品批发中心三鸟交易区),0,广东省河源市源城区福星路,,河源市源城区新一路与永源路交叉路口向西北约200米(河源市农副产品批发中心三鸟交易区)广东省河源市源城区福星路,河源源城区
河源市 菜市场,曲滩油房,广东省河源市东源县义合镇154县道(义合镇中心小学),0,广东省河源市东源县,,广东省河源市东源县义合镇154县道(义合镇中心小学)广东省河源市东源县,河源东源县
河源市 菜市场,河源市农副产品批发中心,河源市源城区新一路(河源市农副产品批发中心三鸟交易区西北侧约10米),0,广东省河源市源城区福星路,,河源市源城区新一路(河源市农副产品批发中心三鸟交易区西北侧约10米)广东省河源市源城区福星路,河源源城区
河源市 菜市场,新浩米店,广东省河源市源城区源西街道康乐路通旺花园东南100米,0,广东省河源市源城区大同北路,,广东省河源市源城区源西街道康乐路通旺花园东南100米广东省河源市源城区大同北路,河源源城区
河源市 菜市场,大岭背市场,河源市源城区学生路(河源市职业技术学校北侧约100米),0,广东省河源市源城区大岭背路3号,,河源市源城区学生路(河源市职业技术学校北侧约100米)广东省河源市源城区大岭背路3号,河源源城区
河源市 菜市场,永安市场,河源市紫金县花苑路与长安大道西交叉路口西南侧(顺兴百货),0,广东省河源市紫金县长安大道西28号,,河源市紫金县花苑路与长安大道西交叉路口西南侧(顺兴百货)广东省河源市紫金县长安大道西28号,河源紫金县
河源市 菜市场,紫金杨屋墩肉丸批发零售,广东省河源市紫金县家家乐超市西北70米(栢埔大桥南),0,广东省河源市紫金县,,广东省河源市紫金县家家乐超市西北70米(栢埔大桥南)广东省河源市紫金县,河源紫金县
河源市 菜市场,蟹鲜生(河源总店),河源市源城区永康大道与红星东路交叉路口东南侧(东江湾·名门世家),0,广东省河源市源城区红星东路,,河源市源城区永康大道与红星东路交叉路口东南侧(东江湾·名门世家)广东省河源市源城区红星东路,河源源城区
河源市 菜市场,城中市场,广东省河源市紫金县紫城镇永安大道北48号城中市场,0,广东省河源市紫金县永安大道北48号,,广东省河源市紫金县紫城镇永安大道北48号城中市场广东省河源市紫金县永安大道北48号,河源紫金县
河源市 菜市场,光明乳业河源运营中心,广东省河源市源城区莲塘岭安置点14卡,0,广东省河源市源城区莲塘岭二街,,广东省河源市源城区莲塘岭安置点14卡广东省河源市源城区莲塘岭二街,河源源城区
河源市 菜市场,东兴客家人农场专营店,广东省河源市东源县曾田镇政府旁,0,广东省河源市东源县G205(山深线),,广东省河源市东源县曾田镇政府旁广东省河源市东源县G205(山深线),河源东源县
河源市 菜市场,广源鸽场,广东省河源市源城区河源市农贸产品批发中心三鸟交易区5排11~12档,0,,,广东省河源市源城区河源市农贸产品批发中心三鸟交易区5排11~12档,河源源城区
河源市 菜市场,果园鸡鸭鹅批发零售,广东省河源市源城区商业街高埔岗医院东北400米,0,广东省河源市源城区G205(河源大道),,广东省河源市源城区商业街高埔岗医院东北400米广东省河源市源城区G205(河源大道),河源源城区
河源市 菜市场,温氏农家鸡档(NO.32),广东省河源市源城区石材批发市场东南,0,广东省河源市源城区G205(河源大道北),,广东省河源市源城区石材批发市场东南广东省河源市源城区G205(河源大道北),河源源城区
河源市 菜市场,油来油往油坊,河源市源城区金沟路与胜利路交叉路口西侧(金沟湾小学东南侧),0,广东省河源市源城区金沟湾西二路南3巷-6号,,河源市源城区金沟路与胜利路交叉路口西侧(金沟湾小学东南侧)广东省河源市源城区金沟湾西二路南3巷-6号,河源源城区
河源市 菜市场,自然肉丸店,广东省河源市紫金县蓝塘镇自然幼儿园附近(家旺商场附近),0,广东省河源市紫金县S243,,广东省河源市紫金县蓝塘镇自然幼儿园附近(家旺商场附近)广东省河源市紫金县S243,河源紫金县
河源市 菜市场,丰群冻品,广东省河源市东源县骆湖镇中国邮政北50米(骆湖中学北),0,广东省河源市东源县,,广东省河源市东源县骆湖镇中国邮政北50米(骆湖中学北)广东省河源市东源县,河源东源县
河源市 菜市场,庄田街市,河源市源城区新江三路与新江二路交叉路口往南约100米(新裕居南侧),0,广东省河源市源城区新江三路南204号,,河源市源城区新江三路与新江二路交叉路口往南约100米(新裕居南侧)广东省河源市源城区新江三路南204号,河源源城区
河源市 菜市场,道心粮油,河源市源城区祥兴路与站前路交叉路口往东南约50米(站前小区),0,广东省河源市源城区祥兴路,,河源市源城区祥兴路与站前路交叉路口往东南约50米(站前小区)广东省河源市源城区祥兴路,河源源城区
河源市 菜市场,西北人家(长安店),,0,,广东省河源市源城区长安街115,广东省河源市源城区长安街115,河源源城区
河源市 菜市场,大东江客家酒楼,,0,,,,
河源市 菜市场,蓝口邹记鸡档,广东省河源市源城区新江二路南4巷-东64号附近,0,广东省河源市源城区新江二路南4巷-东65号,,广东省河源市源城区新江二路南4巷-东64号附近广东省河源市源城区新江二路南4巷-东65号,河源源城区
河源市 菜市场,安仔水产,广东省河源市源城区商业街19附近,0,广东省河源市源城区商业街19,,广东省河源市源城区商业街19附近广东省河源市源城区商业街19,河源源城区
河源市 菜市场,康禾华记熟榨花生油坊,广东省河源市东源县康禾镇若坝大桥康禾中心小学,0,广东省河源市东源县X155,,广东省河源市东源县康禾镇若坝大桥康禾中心小学广东省河源市东源县X155,河源东源县
河源市 菜市场,鹏仔石坝放养鸡,河源市紫金县,0,广东省河源市紫金县,,河源市紫金县广东省河源市紫金县,河源紫金县
河源市 菜市场,原生态龙川上坪放养香猪,河源市源城区红星东路与永和东路交叉路口往西南约100米,0,广东省河源市源城区莲塘岭二街,,河源市源城区红星东路与永和东路交叉路口往西南约100米广东省河源市源城区莲塘岭二街,河源源城区
河源市 菜市场,每日鲜蔬菜(山深线店),广东省河源市源城区G205(山深线),0,广东省河源市源城区,,广东省河源市源城区G205(山深线)广东省河源市源城区,河源源城区
河源市 菜市场,叶潭雄记鸡档,广东省河源市源城区新宝路西2巷附近,0,广东省河源市源城区新江二路南4巷-东57号,,广东省河源市源城区新宝路西2巷附近广东省河源市源城区新江二路南4巷-东57号,河源源城区
河源市 菜市场,本地放养鸡,河源市紫金县桥西街与龙兴路交叉路口往西约50米,0,广东省河源市紫金县S242,,河源市紫金县桥西街与龙兴路交叉路口往西约50米广东省河源市紫金县S242,河源紫金县
河源市 菜市场,广源黄豆花生米食用调和油购销部,广东省河源市源城区中心街86号附近,0,广东省河源市源城区中心街86号,,广东省河源市源城区中心街86号附近广东省河源市源城区中心街86号,河源源城区
河源市 菜市场,亮记果园鸡批发零售,广东省河源市源城区新江三路南204号南50米,0,广东省河源市源城区新江三路南204号,,广东省河源市源城区新江三路南204号南50米广东省河源市源城区新江三路南204号,河源源城区
河源市 菜市场,绿色粮油,河源市源城区永福路与文昌路交叉路口往东约100米(天骏豪庭北侧),0,广东省河源市源城区永福路,,河源市源城区永福路与文昌路交叉路口往东约100米(天骏豪庭北侧)广东省河源市源城区永福路,河源源城区
河源市 菜市场,石坪大米店,河源市源城区石坪路3号,0,广东省河源市源城区石坪路5号,,河源市源城区石坪路3号广东省河源市源城区石坪路5号,河源源城区
河源市 菜市场,六和农庄,,0,,广东省河源市紫金县S120,广东省河源市紫金县S120,河源紫金县
河源市 菜市场,阿具客家土菜(宝晟店),,0,,广东省河源市源城区沿江东路8号,广东省河源市源城区沿江东路8号,河源源城区
河源市 菜市场,河源大地优品实业有限公司,河源市源城区永康大道与幸福街交叉路口往西北约50米(河源雅居乐花园南侧约50米),0,广东省河源市源城区永康大道,,河源市源城区永康大道与幸福街交叉路口往西北约50米(河源雅居乐花园南侧约50米)广东省河源市源城区永康大道,河源源城区
河源市 菜市场,EAT艺术创意园,,0,,广东省河源市源城区青云路1号,广东省河源市源城区青云路1号,河源源城区
河源市 菜市场,阿勇农家庄,,0,,广东省河源市源城区站前路,广东省河源市源城区站前路,河源源城区
河源市 菜市场,霸王花产品配送中心,河源市源城区新风南路与红星西路交叉路口北侧(福星小区),0,广东省河源市源城区红星路163号,,河源市源城区新风南路与红星西路交叉路口北侧(福星小区)广东省河源市源城区红星路163号,河源源城区
河源市 菜市场,尖端水产,广东省河源市紫金县沿江二路18号,0,广东省河源市紫金县沿江二路18号,,广东省河源市紫金县沿江二路18号广东省河源市紫金县沿江二路18号,河源紫金县
河源市 菜市场,肥仔蔬菜,河源市紫金县竹港大街北与新智路交叉路口南侧(古竹第二市场东南侧约50米),0,广东省河源市紫金县竹港大街北,,河源市紫金县竹港大街北与新智路交叉路口南侧(古竹第二市场东南侧约50米)广东省河源市紫金县竹港大街北,河源紫金县
河源市 菜市场,阿珍农家米,农林街23号附近,0,广东省河源市东源县农林街,,农林街23号附近广东省河源市东源县农林街,河源东源县
河源市 菜市场,东雄榨油厂,广东省河源市东源县叶潭镇半埔小学东北200米,0,,,广东省河源市东源县叶潭镇半埔小学东北200米,河源东源县
河源市 菜市场,九九八纯正花生油厂,河源市紫金县保安路与新圆路交叉路口西北侧(邮电新邨南侧约150米),0,广东省河源市紫金县保安东路19号,,河源市紫金县保安路与新圆路交叉路口西北侧(邮电新邨南侧约150米)广东省河源市紫金县保安东路19号,河源紫金县
河源市 菜市场,赖记米店,河源市紫金县竹港大街北与竹港北西五路交叉路口西北侧(益佳购物广场西北侧),0,广东省河源市紫金县竹港北西五路,,河源市紫金县竹港大街北与竹港北西五路交叉路口西北侧(益佳购物广场西北侧)广东省河源市紫金县竹港北西五路,河源紫金县
河源市 菜市场,和平鸡档,河源市源城区大同北路与华达北街交叉路口往东南约100米(大同综合市场),0,广东省河源市源城区大同北路,,河源市源城区大同北路与华达北街交叉路口往东南约100米(大同综合市场)广东省河源市源城区大同北路,河源源城区
河源市 菜市场,蓝口鸡档,新河大道东150米,0,广东省河源市东源县农林街,,新河大道东150米广东省河源市东源县农林街,河源东源县
河源市 菜市场,伊丽(龙川)农村大米,广东省河源市源城区东北直街58附近,0,广东省河源市源城区青云路39号,,广东省河源市源城区东北直街58附近广东省河源市源城区青云路39号,河源源城区
河源市 菜市场,龙头企业名优产品直供中心,河源市源城区长安西路与大同南路交叉路口西北侧(万隆苑),0,广东省珠海市香洲区昌平路276号,,河源市源城区长安西路与大同南路交叉路口西北侧(万隆苑)广东省珠海市香洲区昌平路276号,珠海香洲区
河源市 菜市场,正宗兰州拉面王(大同路店),,0,,广东省河源市源城区大同路173号,广东省河源市源城区大同路173号,河源源城区
河源市 菜市场,连记花生油,广东省河源市源城区东埔街道建设大道大金华超市南150米,0,广东省河源市源城区莲塘岭二街,,广东省河源市源城区东埔街道建设大道大金华超市南150米广东省河源市源城区莲塘岭二街,河源源城区
河源市 菜市场,生鲜家禽产品,广东省河源市源城区东埔街道中山大道国豪大酒店西北,0,广东省河源市源城区文昌南路,,广东省河源市源城区东埔街道中山大道国豪大酒店西北广东省河源市源城区文昌南路,河源源城区
河源市 菜市场,黄田米酒,河源市东源县Ｙ７８１与山深线交叉路口南侧(东源县第二幼儿园东侧约150米),0,,广东省河源市源城区文明路50-7号,河源市东源县Ｙ７８１与山深线交叉路口南侧(东源县第二幼儿园东侧约150米)广东省河源市源城区文明路50-7号,河源源城区
河源市 菜市场,宇通鲜肉,广东省河源市源城区上角中心街19-1号附近,0,广东省河源市源城区中心街11号,,广东省河源市源城区上角中心街19-1号附近广东省河源市源城区中心街11号,河源源城区
河源市 菜市场,华兴米行,广东省河源市源城区新江二路南46号,0,广东省河源市源城区新江二路南46号,,广东省河源市源城区新江二路南46号广东省河源市源城区新江二路南46号,河源源城区
河源市 菜市场,食家庄农家米行,河源市源城区黄果塘小区63号,0,广东省河源市源城区,,河源市源城区黄果塘小区63号广东省河源市源城区,河源源城区
